age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,heure_supplementaires,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,note_evaluation_variation,satisfaction_moyenne,evaluation_satisfaction,ratio_satisfaction_anciennete,risque_burnout,salaire_moyen_poste,salaire_moyen_poste_departement,ratio_salaire_moyen_poste_departement,non_satisfait_sous_paye,mobilite_interne,stagnation_ratio,genre_F,genre_M,statut_marital_Célibataire,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Commercial,departement_Consulting,departement_Ressources Humaines,poste_Assistant de Direction,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale
22,4171,0,4,3,2,2,3,3,1,4,1,19,1,3,3,1,1,0,0,2.5,0,0.625,0,7295.137931034483,7295.137931034483,0.5717506700258557,0,1,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
41,2778,4,10,7,7,2,1,4,3,2,1,13,1,1,2,4,1,1,2,2.75,1,0.34375,0,3237.169884169884,3237.169884169884,0.8581570011461941,0,0,0.875,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28,2377,5,6,2,2,3,3,3,2,3,0,18,1,2,9,3,1,2,0,2.75,0,0.9166666666666666,0,3239.972602739726,3239.972602739726,0.7336481789969473,0,0,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,2404,7,8,2,2,4,3,1,4,1,1,21,0,2,6,3,1,2,1,2.5,1,0.8333333333333334,0,3237.169884169884,3237.169884169884,0.74262398515315,0,0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,2318,1,1,1,1,2,3,3,3,3,0,19,0,2,4,3,1,0,0,2.75,0,1.375,0,3239.972602739726,3239.972602739726,0.7154381484707295,0,0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34,2008,1,1,1,0,2,3,2,2,3,0,14,2,3,10,3,1,1,0,2.25,0,1.125,0,3237.169884169884,3237.169884169884,0.6202949093958091,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,6244,7,10,5,4,3,2,3,1,3,0,17,0,6,14,2,1,0,1,2.5,1,0.4166666666666667,0,6924.2791411042945,6924.2791411042945,0.9017545180889686,0,1,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,2799,3,6,3,2,3,2,1,2,3,1,11,0,1,1,4,1,0,1,2.25,0,0.5625,1,3239.972602739726,3239.972602739726,0.8638961939471838,1,1,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58,10552,2,24,6,0,3,2,2,4,3,1,13,1,3,5,3,1,0,1,3.0,1,0.42857142857142855,0,7528.763358778626,7528.763358778626,1.4015581971634485,0,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31,2329,3,13,7,7,2,2,3,2,4,0,15,0,2,7,4,1,5,1,2.75,1,0.34375,0,2626.0,2626.0,0.8869002284843869,0,0,0.875,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35,4014,1,10,10,6,4,3,4,4,1,1,25,1,2,21,1,1,0,1,3.25,1,0.29545454545454547,0,7528.763358778626,7528.763358778626,0.5331552884205916,0,4,0.5454545454545454,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
49,7403,4,29,26,9,1,3,2,3,2,0,11,1,3,8,2,1,1,0,2.0,0,0.07407407407407407,0,3237.169884169884,3237.169884169884,2.286874110685844,0,17,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48,2259,4,13,0,0,4,3,3,1,2,0,17,2,2,20,4,1,0,0,2.5,0,2.5,0,3239.972602739726,3239.972602739726,0.6972281179445117,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,6932,1,9,9,8,4,3,3,4,2,0,13,1,2,20,2,0,0,0,3.25,0,0.325,0,6924.2791411042945,6924.2791411042945,1.0011150415427177,0,1,0.8,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,4678,2,8,6,2,2,3,4,3,3,0,18,0,6,7,4,1,0,0,3.0,0,0.42857142857142855,0,3239.972602739726,3239.972602739726,1.4438393695194447,0,4,0.2857142857142857,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38,13582,1,15,15,12,4,3,1,2,3,0,13,1,3,1,3,1,5,0,2.5,0,0.15625,0,16033.55,16033.55,0.8470987398299191,0,3,0.75,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32,2332,6,5,3,0,3,2,2,3,3,0,20,0,3,1,3,0,0,2,2.75,1,0.6875,0,3237.169884169884,3237.169884169884,0.7203823350154516,0,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,2413,1,1,1,0,3,2,2,3,3,1,18,3,2,19,2,1,0,1,2.75,1,1.375,0,2626.0,2626.0,0.9188880426504189,0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40,9705,2,11,1,0,1,2,2,2,2,0,12,1,2,10,4,1,0,1,1.75,0,0.875,0,6924.2791411042945,6924.2791411042945,1.4015899420329019,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26,4294,1,7,7,7,3,2,1,2,3,0,12,0,2,1,3,2,0,1,2.25,0,0.28125,0,6924.2791411042945,6924.2791411042945,0.6201367553930223,1,0,0.875,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,4721,2,20,18,13,4,3,1,3,3,1,13,0,3,6,3,1,2,0,2.75,0,0.14473684210526316,0,3237.169884169884,3237.169884169884,1.458372643056581,0,5,0.6842105263157895,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,2519,4,16,11,8,3,3,3,3,3,0,21,0,6,2,4,1,3,1,3.0,1,0.25,0,3237.169884169884,3237.169884169884,0.7781488430119736,0,3,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19,2121,1,1,1,0,4,2,2,2,4,1,13,0,3,21,3,1,0,1,3.0,1,1.5,0,2626.0,2626.0,0.8076923076923077,0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20,2973,1,1,1,0,1,3,1,2,3,0,19,0,2,4,3,1,0,0,1.75,0,0.875,0,3237.169884169884,3237.169884169884,0.9183948036024604,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31,5855,0,10,9,7,4,3,4,3,1,1,11,2,2,12,3,1,8,0,3.0,0,0.3,0,7528.763358778626,7528.763358778626,0.7776841588695973,0,2,0.7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,3617,8,3,1,1,4,3,2,4,3,1,14,1,2,9,4,2,0,0,3.25,0,1.625,0,3239.972602739726,3239.972602739726,1.1163674646327129,0,0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,6725,1,8,8,7,3,3,1,3,4,0,12,1,2,3,4,1,6,0,2.75,0,0.3055555555555556,0,7295.137931034483,7295.137931034483,0.9218468606866169,0,1,0.7777777777777778,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
36,10325,1,16,16,7,3,2,4,1,3,1,11,1,6,3,1,1,3,1,2.75,1,0.16176470588235295,0,6924.2791411042945,6924.2791411042945,1.4911299486336644,0,9,0.4117647058823529,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,6949,0,6,5,0,2,2,4,1,3,0,14,0,3,1,3,1,1,1,2.5,1,0.4166666666666667,0,7528.763358778626,7528.763358778626,0.9229935473927979,0,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37,10609,5,17,14,1,1,2,3,3,1,0,11,0,2,1,4,1,11,1,2.0,0,0.13333333333333333,0,6924.2791411042945,6924.2791411042945,1.532145048431433,0,13,0.06666666666666667,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45,4447,1,9,9,7,3,3,2,2,2,0,12,0,5,4,2,0,0,0,2.25,0,0.225,0,3237.169884169884,3237.169884169884,1.37373080781034,0,2,0.7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,2157,1,3,3,1,3,3,4,2,3,0,15,1,5,20,3,2,0,0,3.0,0,0.75,0,2626.0,2626.0,0.8214013709063214,0,2,0.25,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,4601,1,5,5,2,3,3,3,2,3,0,16,0,3,18,3,1,1,0,2.75,0,0.4583333333333333,0,6924.2791411042945,6924.2791411042945,0.6644735005969481,0,3,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52,17099,2,26,9,8,4,3,4,2,2,0,15,1,2,1,2,1,7,0,3.0,0,0.3,0,17181.676470588234,17130.333333333332,0.9981708859527934,0,1,0.8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
58,2479,4,7,1,0,4,3,3,1,3,0,24,0,4,2,3,1,0,1,2.75,1,1.375,0,3239.972602739726,3239.972602739726,0.765129926686341,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
53,14852,6,22,17,13,3,3,3,3,4,0,13,1,3,2,2,1,15,0,3.25,0,0.18055555555555555,0,17181.676470588234,16986.972972972973,0.874317044221486,0,4,0.7222222222222222,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,7264,5,10,8,4,3,3,3,1,4,0,11,1,2,8,2,1,7,0,2.75,0,0.3055555555555556,0,6924.2791411042945,6924.2791411042945,1.0490622708837711,0,4,0.4444444444444444,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38,5666,1,6,5,3,3,3,4,2,3,1,13,0,1,10,3,0,1,0,3.0,0,0.5,0,6924.2791411042945,6924.2791411042945,0.8182801248385804,0,2,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,7823,6,12,10,9,4,3,4,2,3,0,13,1,2,3,4,1,0,0,3.25,0,0.29545454545454547,0,6924.2791411042945,6924.2791411042945,1.1297926961899425,0,1,0.8181818181818182,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,7880,0,9,8,7,1,4,3,4,3,0,18,0,3,2,5,1,0,-1,2.75,0,0.3055555555555556,0,6924.2791411042945,6924.2791411042945,1.1380246000225933,0,1,0.7777777777777778,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,13194,4,22,1,0,2,4,2,4,2,1,16,0,2,24,3,0,0,-1,2.5,0,1.25,0,6924.2791411042945,6924.2791411042945,1.905469108210418,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47,5067,1,20,19,10,3,4,3,3,4,1,19,0,3,16,4,2,2,-1,3.25,0,0.1625,0,7295.137931034483,7295.137931034483,0.6945721997173365,0,9,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
36,5079,4,12,7,7,1,3,4,4,3,0,13,2,3,8,4,0,0,0,3.0,0,0.375,0,6924.2791411042945,6924.2791411042945,0.7335059572988263,0,0,0.875,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31,2321,0,4,3,2,3,2,1,1,3,1,22,0,0,9,2,0,1,2,2.0,0,0.5,1,3239.972602739726,3239.972602739726,0.7163640822262999,1,1,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,17444,1,10,10,8,4,3,3,4,3,0,11,0,2,17,3,0,6,0,3.5,0,0.3181818181818182,0,17181.676470588234,16986.972972972973,1.02690455961484,0,2,0.7272727272727273,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,2404,6,3,0,0,4,2,1,3,3,1,20,0,5,10,3,1,0,2,2.75,1,2.75,0,3239.972602739726,3239.972602739726,0.741981582797081,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,3452,3,5,3,2,2,3,4,1,3,0,18,0,4,13,1,1,0,0,2.5,0,0.625,0,3239.972602739726,3239.972602739726,1.0654411080763408,0,1,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45,2270,3,8,5,3,4,3,4,4,3,0,14,2,2,1,4,1,0,0,3.75,0,0.625,0,3237.169884169884,3237.169884169884,0.7012298029524335,0,2,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50,17399,9,32,5,4,4,3,4,3,2,0,22,1,1,1,2,1,1,1,3.25,1,0.5416666666666666,0,16033.55,16033.55,1.085162050824677,0,1,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,5488,1,6,6,5,3,4,2,1,3,1,13,1,2,1,4,2,1,-1,2.25,0,0.32142857142857145,1,7528.763358778626,7528.763358778626,0.7289377735057814,1,1,0.7142857142857143,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41,19419,2,21,18,16,1,3,3,2,4,0,17,1,2,9,3,2,0,0,2.5,0,0.13157894736842105,0,16033.55,16033.55,1.211147874301075,0,2,0.8421052631578947,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,2811,9,4,2,2,3,3,2,2,3,0,14,1,2,16,4,1,2,0,2.5,0,0.8333333333333334,0,3237.169884169884,3237.169884169884,0.8683510907926392,0,0,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45,3633,1,9,9,8,4,3,1,3,3,1,15,1,2,23,2,0,0,0,2.75,0,0.275,0,3237.169884169884,3237.169884169884,1.1222765965313617,0,1,0.8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47,4163,1,9,9,0,4,3,4,3,3,1,17,0,0,4,2,1,0,0,3.5,0,0.35,0,6924.2791411042945,6924.2791411042945,0.6012178185144741,0,9,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,2132,4,7,5,2,1,3,3,2,3,1,11,0,2,22,3,1,0,0,2.25,0,0.375,1,3239.972602739726,3239.972602739726,0.6580302556253647,1,3,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,13973,3,22,12,11,4,3,3,4,3,1,18,1,2,24,3,1,1,0,3.5,0,0.2692307692307692,0,7295.137931034483,7295.137931034483,1.9153853062266317,0,1,0.8461538461538461,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
38,2684,0,3,2,1,3,3,3,2,2,0,17,1,0,10,1,2,0,0,2.5,0,0.8333333333333334,0,3239.972602739726,3239.972602739726,0.8284020666503183,0,1,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,10845,6,13,8,7,4,3,3,2,3,0,13,1,3,7,2,1,0,0,3.0,0,0.3333333333333333,0,7295.137931034483,7295.137931034483,1.4866065731072655,0,1,0.7777777777777778,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
24,4377,1,5,4,2,4,2,3,2,3,0,15,2,6,17,1,1,3,1,3.0,1,0.6,0,7295.137931034483,7295.137931034483,0.5999886556468881,0,2,0.4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
35,3743,1,5,4,2,3,2,2,4,1,1,24,1,2,14,4,1,0,2,2.5,1,0.5,0,3237.169884169884,3237.169884169884,1.1562568953528454,0,2,0.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,4148,1,4,4,3,3,3,1,3,3,0,12,1,1,1,1,2,0,0,2.5,0,0.5,0,7295.137931034483,7295.137931034483,0.5685978852235074,0,1,0.6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
18,1051,1,0,0,0,2,3,4,4,3,0,15,0,2,5,2,0,0,0,3.25,0,3.25,0,3239.972602739726,3239.972602739726,0.32438545903483035,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
54,10739,8,22,10,7,3,3,3,3,3,0,11,1,2,17,3,1,0,0,3.0,0,0.2727272727272727,0,7295.137931034483,7295.137931034483,1.4720763474964431,0,3,0.6363636363636364,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
35,10388,1,16,16,10,3,3,3,3,2,1,11,1,3,25,4,1,10,0,2.75,0,0.16176470588235295,0,7528.763358778626,7528.763358778626,1.3797750712788006,0,6,0.5882352941176471,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,11416,0,9,8,7,2,4,1,3,2,1,12,3,4,8,2,1,1,-1,2.0,0,0.2222222222222222,1,16033.55,16033.55,0.7120070103002767,1,1,0.7777777777777778,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20,2600,1,1,1,0,4,2,1,1,3,1,15,0,2,11,3,1,0,1,2.25,0,1.125,1,3239.972602739726,3239.972602739726,0.8024759214943472,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,2422,0,4,3,2,2,3,2,1,3,0,17,0,3,5,3,2,1,0,2.0,0,0.5,0,3237.169884169884,3237.169884169884,0.7481843976875745,1,1,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,5472,1,8,8,7,4,4,4,2,3,0,12,0,2,2,2,1,1,-1,3.25,0,0.3611111111111111,0,7295.137931034483,7295.137931034483,0.7500886277586867,0,1,0.7777777777777778,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22,2451,1,4,4,3,2,1,1,1,2,0,15,1,3,8,1,1,1,2,1.5,0,0.3,0,3237.169884169884,3237.169884169884,0.7571428401041475,1,1,0.6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48,4240,2,19,2,2,1,2,3,4,3,0,13,0,0,6,3,1,2,1,2.75,1,0.9166666666666666,0,7528.763358778626,7528.763358778626,0.5631734984811431,0,0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48,10999,7,27,15,11,3,2,3,2,3,0,14,0,3,4,4,1,4,1,2.75,1,0.171875,0,7528.763358778626,7528.763358778626,1.4609304975929465,0,4,0.6875,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,5003,6,8,2,2,4,3,3,2,3,0,14,0,6,7,2,1,2,0,3.0,0,1.0,0,7295.137931034483,7295.137931034483,0.6857992333108022,0,0,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
39,12742,1,21,21,6,4,2,4,3,3,0,16,1,3,1,1,1,11,1,3.5,1,0.1590909090909091,0,7295.137931034483,7295.137931034483,1.7466427805009477,0,15,0.2727272727272727,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
